# split_ratio=80:10:10 seed=42 objective=0 solver=mip_cbc
file_id,split
XC100284_10593,train
XC100284_13593,train
XC100284_22316,train
XC100284_2691,train
XC100284_5691,train
XC1003188_2195,val
XC1003188_5506,val
XC1004354_13666,test
XC1005487_0,train
XC1005487_12070,train
XC1005487_15465,train
XC1005487_20328,train
XC1005487_3467,train
XC1005487_8133,train
XC102121_1150,train
XC102121_15401,train
XC102121_21355,train
XC102121_33947,train
XC102121_36602,train
XC102121_39048,train
XC102121_3978,train
XC102121_41104,train
XC102121_42894,train
XC102121_44713,train
XC102122_100538,train
XC102122_1477,train
XC102122_19777,train
XC102122_43576,train
XC102122_64887,train
XC102122_86525,train
XC102123_20091,train
XC102123_23084,train
XC102123_33895,train
XC102123_37796,train
XC102123_837,train
XC102124_13853,train
XC102124_1682,train
XC102124_21170,train
XC102124_24980,train
XC102124_30462,train
XC102124_37836,train
XC102124_47384,train
XC102124_61166,train
XC102124_68726,train
XC1041255_311,val
XC1041255_3311,val
XC1043055_23159,train
XC1043055_28370,train
XC1043055_32213,train
XC1043055_8127,train
XC110873_1780,test
XC110874_1357,test
XC110875_789,test
XC110876_2768,train
XC110876_40013,train
XC110879_11854,train
XC110879_20499,train
XC110879_2050,train
XC110879_22088,train
XC110879_28572,train
XC110879_3115,train
XC110879_36950,train
XC110879_48935,train
XC110879_54924,train
XC110879_61945,train
XC110880_1833,test
XC110880_7160,test
XC110881_10447,train
XC110881_13461,train
XC110881_16615,train
XC110881_21763,train
XC110881_4232,train
XC110881_7328,train
XC110882_2900,val
XC116708_18736,train
XC116708_23565,train
XC116708_2576,train
XC116708_30783,train
XC116708_34730,train
XC116708_40947,train
XC116708_42677,train
XC116708_46279,train
XC116708_58125,train
XC142966_1264,train
XC142966_13313,train
XC142966_19337,train
XC142966_34561,train
XC142966_46944,train
XC142966_8272,train
XC156759_12488,test
XC156759_1385,test
XC156759_17313,test
XC156759_22989,test
XC156759_27095,test
XC156759_30381,test
XC156759_43495,test
XC156759_44702,test
XC156759_46032,test
XC156759_5483,test
XC183763_15860,train
XC183763_2486,train
XC183763_36790,train
XC183763_52496,train
XC183763_56857,train
XC183763_59424,train
XC184794_2004,val
XC184794_5043,val
