# split_ratio=70:15:15 seed=42 objective=5 solver=mip_cbc
file_id,split
XC1002657_2860,val
XC1003831_2642,test
XC1006786_13138,train
XC1006786_20816,train
XC1006786_642,train
XC1006787_226,train
XC1029034_14335,train
XC1029034_28707,train
XC1029034_41664,train
XC1029034_49966,train
XC1029034_55061,train
XC1029034_5560,train
XC1041026_17925,test
XC1041026_2413,test
XC1041026_27256,test
XC1041026_32201,test
XC1041026_37499,test
XC1041026_45615,test
XC1071405_1581,train
XC1071405_7346,train
XC113335_22839,train
XC113335_29729,train
XC113335_37805,train
XC113335_62805,train
XC113335_696,train
XC113335_8461,train
XC133013_16436,test
XC133013_24612,test
XC133013_42993,test
XC133013_66443,test
XC133013_72052,test
XC161191_113,test
XC161194_12570,train
XC161194_5138,train
XC161194_70,train
XC161195_138,train
XC161197_11525,test
XC161197_142,test
XC161197_4006,test
XC161197_7375,test
XC161198_13995,val
XC161198_738,val
XC161199_10865,train
XC161199_14640,train
XC161199_20301,train
XC161199_5739,train
XC161431_20840,train
XC161431_26972,train
XC161431_31311,train
XC161431_47293,train
XC161431_69478,train
XC161431_8233,train
XC161968_0,train
XC161968_15274,train
XC161968_21201,train
XC161968_3749,train
XC161968_6840,train
XC162827_0,train
XC162827_12000,train
XC162827_3000,train
XC162827_6000,train
XC162827_9000,train
XC162828_11996,val
XC162828_17482,val
XC162828_20482,val
XC162828_26597,val
XC162828_296,val
XC162828_4518,val
XC162828_7801,val
XC166251_10346,train
XC166251_182,train
XC166251_18944,train
XC166251_25002,train
XC166251_37767,train
XC166251_43438,train
XC175830_46,train
XC179229_104245,train
XC179229_12086,train
XC179229_18021,train
XC179229_23700,train
XC179229_29314,train
XC179229_3349,train
XC179229_51906,train
XC179229_6751,train
XC179229_68687,train
XC179229_82770,train
XC181991_19674,train
XC181991_25757,train
XC181991_31606,train
XC181992_12077,val
XC181992_16950,val
XC181992_20332,val
XC182810_12276,train
XC182810_268,train
XC182810_7612,train
XC189420_10568,val
XC189420_15056,val
XC189420_21350,val
XC189420_25865,val
XC189420_4243,val
XC189420_658,val
XC189420_7477,val
XC190308_1236,test
XC190308_20680,test
XC190308_24542,test
XC190308_30277,test
XC190308_33279,test
XC190873_0,test
XC190873_2728,test
XC190874_2452,val
XC19400_1044,train
XC19400_29855,train
XC19400_57109,train
XC194196_1534,test
XC194196_16751,test
XC194196_25316,test
XC194196_28799,test
XC194196_31967,test
XC194196_35301,test
XC194196_5033,test
XC194905_3994,train
XC194905_995,train
XC196584_12124,train
XC196584_15124,train
XC196584_21784,train
XC196584_25162,train
XC196584_36634,train
XC196584_43543,train
XC196584_52519,train
XC196584_55519,train
XC196584_6124,train
XC196584_9124,train
XC20267_11843,train
XC20267_15187,train
XC20267_3436,train
XC20267_66,train
XC20267_7058,train
XC236515_10244,train
XC236515_13301,train
XC236515_284,train
XC236515_6844,train
XC24590_10813,train
XC24590_14244,train
XC24590_17810,train
XC24590_23830,train
XC24590_3163,train
XC24590_7017,train
XC24591_1044,train
XC24591_13156,train
XC24591_5473,train
XC24591_9301,train
XC27611_0,train
XC27611_11378,train
XC27611_33154,train
XC27611_36387,train
XC27611_63043,train
XC290513_3402,train
XC290513_402,train
XC290513_6402,train
XC290513_9402,train
XC29590_121274,train
XC29590_35263,train
XC29590_423,train
XC29590_46752,train
XC29590_49752,train
XC29590_6541,train
XC29590_66284,train
XC29590_74435,train
XC29590_9541,train
XC29590_96130,train
XC29594_10014,train
XC29594_13949,train
XC29594_17310,train
XC29594_20472,train
XC29594_2282,train
XC29594_23886,train
XC29594_6602,train
XC301717_0,test
XC301717_12000,test
XC301717_15000,test
XC301717_18000,test
XC301717_3000,test
XC301717_6000,test
XC301717_9000,test
XC305691_1164,test
XC305691_4165,test
XC309568_11850,val
XC309568_1570,val
XC309568_4805,val
XC309568_8036,val
XC311271_1282,val
XC311271_14109,val
XC311271_17344,val
XC311271_33505,val
XC314337_13240,train
XC314337_5340,train
XC314337_667,train
XC314337_9308,train
XC314339_375,train
XC314339_9558,train
XC31590_1055,train
XC31590_11841,train
XC31590_4694,train
XC31590_7909,train
XC327430_11577,train
XC327430_19913,train
XC327430_4519,train
XC35804_166,train
XC35804_3475,train
XC35804_6795,train
XC38335_10140,val
XC38335_13141,val
XC38335_16163,val
XC38335_23935,val
XC38335_26929,val
XC38335_3738,val
XC38335_735,val
XC400193_12377,val
XC400193_16231,val
XC400193_20286,val
XC400193_3388,val
XC400193_8629,val
XC400194_13915,train
XC400194_30872,train
XC400194_34567,train
XC400194_686,train
XC400194_7636,train
XC414018_3511,val
XC414018_511,val
XC423125_1003,train
XC423125_16602,train
XC423125_22495,train
XC423125_29639,train
XC426538_4983,train
XC426538_9812,train
XC444228_2004,val
XC514743_13774,train
XC514743_181,train
XC514743_4353,train
XC514743_8446,train
XC518843_1012,train
XC518843_20686,train
XC518843_23980,train
XC518843_37834,train
XC518843_41917,train
XC518843_57378,train
XC518843_6179,train
XC523554_13557,test
XC523554_17370,test
XC523554_8463,test
XC531611_0,train
XC531611_12000,train
XC531611_3000,train
XC531611_6000,train
XC531611_9000,train
XC531612_0,train
XC531612_11617,train
XC531612_14780,train
XC531612_18000,train
XC531612_21000,train
XC531612_24000,train
XC531612_3000,train
XC531612_6440,train
XC531612_9436,train
XC534388_1137,train
XC534388_13851,train
XC534388_4721,train
XC534388_8064,train
XC547505_11091,train
XC547505_19640,train
XC547505_24438,train
XC547505_42499,train
XC547505_960,train
XC551633_13284,train
XC551633_16305,train
XC551633_19306,train
XC551633_22326,train
XC551633_28548,train
XC551633_31589,train
XC551633_34590,train
XC551633_37851,train
XC551633_620,train
XC560109_14119,train
XC560109_4384,train
XC560109_85,train
XC566244_15977,val
XC566244_24753,val
XC566244_4930,val
XC578005_62,test
XC578352_15630,train
XC578352_19339,train
XC578352_24465,train
XC578352_28034,train
XC578352_3142,train
XC578352_6184,train
XC591315_15,test
XC591315_19111,test
XC591315_33306,test
XC591315_58283,test
XC591315_64619,test
XC594949_108562,train
XC594949_12338,train
XC594949_136324,train
XC594949_17159,train
XC594949_27975,train
XC594949_32382,train
XC594949_35831,train
XC594949_5753,train
XC594949_76889,train
XC594949_8753,train
XC594950_10382,train
XC594950_13712,train
XC594950_3330,train
XC594950_54919,train
XC594950_7122,train
XC594950_78829,train
XC594950_81832,train
XC594951_15060,train
XC594951_36005,train
XC594951_46212,train
XC594951_54245,train
XC594951_62707,train
XC594951_762,train
XC616994_12055,train
XC616994_4694,train
XC616994_605,train
XC616994_8390,train
XC635320_0,train
XC635320_10725,train
XC635320_27000,train
XC635320_29995,train
XC635320_3000,train
XC635320_33009,train
XC635320_37187,train
XC635320_40201,train
XC635320_6000,train
XC672602_232,train
XC672602_3736,train
XC672602_6736,train
XC696208_294,test
XC717548_12811,train
XC717548_19102,train
XC717548_6785,train
XC717548_9788,train
XC717548_981,train
XC717550_12125,val
XC720533_14508,train
XC720533_19973,train
XC720533_404,train
XC720533_4721,train
XC720533_9287,train
XC73022_12983,train
XC73022_24437,train
XC73022_39913,train
XC73022_87,train
XC73023_29776,val
XC73023_38469,val
XC73023_52383,val
XC73023_55403,val
XC73023_71666,val
XC73023_75338,val
XC73023_83073,val
XC73024_23086,train
XC73024_28870,train
XC73024_41897,train
XC73024_51605,train
XC73024_66593,train
XC73024_91491,train
XC735667_10445,train
XC735667_13706,train
XC735667_17264,train
XC735667_20906,train
XC735667_26319,train
XC735667_2698,train
XC735667_6472,train
XC743612_12247,train
XC743612_17203,train
XC743612_24582,train
XC743612_28701,train
XC743612_3495,train
XC743612_426,train
XC743612_7450,train
XC753727_17582,train
XC753727_1997,train
XC753727_29113,train
XC753727_51898,train
XC753727_61152,train
XC753727_8939,train
XC761690_1901,train
XC761690_50724,train
XC761690_53979,train
XC761690_57117,train
XC761690_6019,train
XC78432_113,train
XC78432_15032,train
XC78432_21333,train
XC78432_25758,train
XC78432_29869,train
XC78432_33201,train
XC78432_6878,train
XC78433_14509,val
XC78433_1818,val
XC78433_18935,val
XC78433_33668,val
XC78433_5583,val
XC78433_9562,val
XC78434_1278,val
XC78434_13822,val
XC78434_22968,val
XC78434_29438,val
XC78434_39819,val
XC78434_5499,val
XC78434_9499,val
XC78435_100491,train
XC78435_108787,train
XC78435_1357,train
XC78435_19209,train
XC78435_31457,train
XC78435_4356,train
XC78435_50993,train
XC78435_66255,train
XC78435_70228,train
XC78435_82727,train
XC786033_1491,train
XC786033_21658,train
